shopper_id,shopper_experience_years,shopper_specialties,shopper_avg_rating,shopper_clients_count,shopper_locale,client_id,client_age,client_gender,client_income_bracket,client_preferred_categories,client_loyalty_tier,days_since_last_purchase,purchase_history_count,last_purchase_amount,recommended_product_ids,product_category,recommendation_channel,recommendation_datetime,time_to_purchase_hours,purchased
S0156,20,mode;accessoires,4.36,142,FR,C117097,63,Other,medium,sport;luxe,platinum,14,22,49.97,P859|P244,voyage,phone,2025-08-08T01:34:11,-1.0,False
S0123,1,beauté,3.49,178,FR,C117098,69,Other,high,beauté;deco,none,365,7,294.14,P467|P194,sport,email,2024-04-25T10:11:51,-1.0,False
S0130,9,mode;accessoires,3.63,392,FR,C117099,62,F,low,tech,none,365,18,252.07,P108,luxe,email,2025-10-20T13:04:38,-1.0,False
S0196,11,luxe;montres,4.39,1491,FR,C117100,55,M,low,sport;tech,silver,90,21,110.85,P435|P521,voyage,app,2024-01-22T07:00:52,-1.0,False
S0077,10,beauté,3.32,494,FR,C117101,74,F,low,accessoires;gaming,gold,30,20,213.96,P227|P700,enfants,email,2025-03-19T20:33:27,-1.0,False
S0140,9,tech;gadgets,3.01,581,FR,C117102,50,F,low,maison,silver,2,21,174.44,P525|P291,deco,phone,2025-09-30T06:20:47,-1.0,False
S0141,1,styling;conseil,3.32,694,FR,C117103,67,F,low,tech,platinum,90,15,375.48,P125,sport,app,2024-11-14T18:38:38,11.35,True
S0145,11,beauté,4.5,847,FR,C117104,51,Other,high,enfants;gaming,platinum,90,6,368.29,P972|P804,deco,in-store,2024-12-01T02:54:19,-1.0,False
S0055,10,maison;lifestyle,3.81,264,FR,C117105,38,F,low,luxe;beauté,gold,365,8,96.09,P399,luxe,email,2024-06-26T05:42:25,-1.0,False
S0019,16,beauté;parfum,3.25,1301,FR,C117106,66,M,medium,tech,platinum,90,7,1.79,P603,luxe,app,2024-02-10T12:52:07,-1.0,False
S0080,20,styling;conseil,4.91,40,FR,C117107,52,M,medium,tech,platinum,3,16,141.9,P154,beauté,in-store,2024-05-18T05:31:10,-1.0,False
S0112,7,maison;lifestyle,3.29,1750,FR,C117108,31,M,medium,voyage;luxe,gold,180,12,21.41,P646,sport,email,2024-04-04T17:42:24,-1.0,False
S0018,16,luxe;montres,3.09,96,FR,C117109,75,Other,medium,beauté,silver,60,24,132.21,P871,maison,in-store,2024-02-25T16:23:40,-1.0,False
S0159,9,beauté,3.1,1866,FR,C117110,48,M,low,enfants;sport,silver,90,22,377.4,P251|P438,luxe,email,2024-06-19T06:51:24,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C117111,21,M,low,maison,platinum,365,17,258.2,P722,tech,email,2025-11-25T23:52:15,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C117112,45,M,low,gaming,platinum,365,1,481.66,P750|P147,maison,app,2024-10-18T21:58:16,-1.0,False
S0040,10,mode;sport,4.01,520,FR,C117113,65,F,high,enfants,none,1,7,43.68,P834,sport,email,2024-08-30T02:30:28,-1.0,False
S0051,17,mode;sport,4.58,1757,FR,C117114,43,M,medium,sport;beauté,silver,14,17,51.32,P646,gaming,in-store,2025-03-16T18:36:19,48.94,True
S0060,10,luxe;montres,4.13,310,FR,C117115,20,Other,high,enfants,gold,180,8,98.52,P913,maison,in-store,2024-07-17T17:12:32,18.72,True
S0022,7,luxe;montres,3.45,317,FR,C117116,70,F,low,beauté,gold,365,1,214.95,P377,beauté,in-store,2024-11-28T22:20:30,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C117117,27,Other,high,tech,silver,60,2,20.0,P770,tech,app,2025-05-16T07:18:52,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C117118,44,F,medium,accessoires;tech,platinum,90,1,54.73,P644,gaming,in-store,2025-11-17T16:49:59,32.76,True
S0117,6,mode;sport,3.17,1809,FR,C117119,40,F,high,tech;beauté,silver,14,13,65.43,P926,mode,email,2025-01-09T21:57:30,-1.0,False
S0113,15,mode;sport,3.4,696,FR,C117120,62,Other,high,gaming;voyage,platinum,90,8,362.25,P463,gaming,phone,2025-03-17T20:44:44,-1.0,False
S0027,2,maison;deco,3.55,1808,FR,C117121,57,M,medium,gaming;mode,none,1,17,168.32,P187|P655,accessoires,email,2024-09-24T08:52:09,-1.0,False
S0098,18,luxe;montres,4.68,1238,FR,C117122,59,F,high,deco;accessoires,none,1,18,21.55,P800,beauté,in-store,2024-10-15T12:49:21,-1.0,False
S0091,3,tech;gadgets,4.27,776,FR,C117123,52,M,high,maison,platinum,180,13,368.42,P442,tech,app,2025-08-25T15:25:50,-1.0,False
S0193,14,mode;enfants,3.34,1599,FR,C117124,32,M,high,accessoires;luxe,none,180,1,75.77,P890,maison,email,2025-06-21T19:34:50,8.51,True
S0143,1,luxe;montres,3.5,598,FR,C117125,69,F,medium,deco;voyage,gold,1,1,127.89,P541,enfants,in-store,2024-11-23T15:04:39,-1.0,False
S0177,15,beauté;parfum,4.71,1025,FR,C117126,35,Other,low,maison,gold,7,1,90.59,P983,enfants,app,2025-03-07T04:21:18,-1.0,False
S0165,3,tech;gadgets,4.58,1112,FR,C117127,27,M,medium,voyage,none,30,9,160.85,P944,sport,phone,2025-08-29T01:18:35,-1.0,False
S0056,3,beauté,4.18,807,FR,C117128,28,Other,low,beauté;voyage,none,30,5,131.13,P920,gaming,email,2024-03-26T16:29:12,-1.0,False
S0070,3,luxe;montres,3.92,746,FR,C117129,46,F,high,voyage;mode,silver,60,1,337.4,P585|P523,enfants,phone,2024-05-13T21:16:26,2.12,True
S0178,20,mode;accessoires,3.12,1372,FR,C117130,48,Other,medium,deco;mode,gold,60,10,391.3,P652,voyage,in-store,2025-11-01T13:27:15,43.67,True
S0019,16,beauté;parfum,3.25,1301,FR,C117131,44,F,high,maison,none,1,6,191.59,P205,enfants,email,2025-04-20T04:59:59,20.55,True
S0042,16,mode;enfants,3.15,1000,FR,C117132,65,M,low,sport;mode,platinum,7,5,28.02,P567,enfants,in-store,2025-06-15T13:50:13,-1.0,False
S0111,10,maison;lifestyle,4.99,876,FR,C117133,52,M,low,luxe;accessoires,platinum,1,6,309.98,P998,deco,email,2025-04-29T05:31:16,-1.0,False
S0041,3,mode;accessoires,4.35,1751,FR,C117134,38,M,medium,beauté,silver,30,1,303.31,P170,accessoires,in-store,2024-04-16T09:31:07,-1.0,False
S0090,1,beauté;parfum,3.17,1007,FR,C117135,62,M,medium,gaming,platinum,30,5,177.48,P501|P148,maison,email,2025-08-02T14:56:15,-1.0,False
S0135,8,mode;enfants,3.8,1953,FR,C117136,57,Other,low,gaming;voyage,gold,2,16,521.22,P599,mode,app,2025-11-23T11:57:51,13.42,True
S0139,10,beauté,4.2,1434,FR,C117137,74,Other,high,enfants,silver,60,24,223.78,P621,enfants,in-store,2024-06-30T10:17:15,17.29,True
S0091,3,tech;gadgets,4.27,776,FR,C117138,19,Other,low,voyage,gold,7,6,186.53,P678,luxe,app,2025-05-03T05:05:30,-1.0,False
S0172,13,beauté,4.52,1383,FR,C117139,19,M,medium,enfants;deco,none,14,17,165.17,P198,mode,phone,2024-05-16T23:49:20,29.24,True
S0024,15,mode;sport,4.24,1191,FR,C117140,73,Other,medium,accessoires;luxe,none,90,11,151.27,P579,voyage,in-store,2024-08-25T12:25:58,-1.0,False
S0001,11,maison;deco,3.07,735,FR,C117141,53,Other,high,luxe,platinum,3,12,71.35,P985,maison,in-store,2025-01-16T13:16:09,-1.0,False
S0040,10,mode;sport,4.01,520,FR,C117142,50,F,medium,mode,platinum,180,1,266.37,P724|P376,maison,app,2024-12-26T13:01:28,-1.0,False
S0115,4,beauté;parfum,3.1,1876,FR,C117143,59,F,high,voyage,platinum,30,21,96.84,P875|P504,maison,phone,2024-10-09T10:07:09,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C117144,60,F,high,deco;sport,silver,30,5,240.98,P645,sport,in-store,2025-05-11T06:57:22,-1.0,False
S0199,9,beauté;parfum,3.35,1115,FR,C117145,58,F,medium,maison,silver,60,12,258.11,P715|P591,enfants,email,2025-04-24T18:28:30,-1.0,False
S0090,1,beauté;parfum,3.17,1007,FR,C117146,66,M,high,maison,gold,3,22,128.82,P495|P426,tech,phone,2025-06-21T02:00:51,1.87,True
S0086,8,mode;enfants,3.61,892,FR,C117147,69,Other,medium,beauté;deco,none,7,1,655.49,P590|P809,luxe,app,2025-08-18T22:34:27,-1.0,False
S0042,16,mode;enfants,3.15,1000,FR,C117148,38,F,medium,luxe;sport,platinum,14,9,149.76,P814,maison,app,2025-06-07T04:38:10,-1.0,False
S0080,20,styling;conseil,4.91,40,FR,C117149,64,F,low,accessoires;gaming,platinum,7,6,24.05,P356,deco,phone,2025-09-25T03:42:34,-1.0,False
S0022,7,luxe;montres,3.45,317,FR,C117150,60,F,low,beauté,platinum,180,4,312.77,P344,luxe,app,2025-09-26T02:49:11,-1.0,False
S0187,14,beauté;parfum,4.58,1261,FR,C117151,65,Other,low,gaming,platinum,365,5,391.43,P160,gaming,email,2024-08-17T11:17:50,-1.0,False
S0187,14,beauté;parfum,4.58,1261,FR,C117152,73,Other,medium,sport;gaming,gold,2,5,162.39,P981,maison,email,2025-03-04T15:54:15,-1.0,False
S0137,13,mode;sport,3.64,1614,FR,C117153,66,M,high,maison,silver,365,12,316.67,P843,maison,email,2024-09-03T12:56:18,-1.0,False
S0199,9,beauté;parfum,3.35,1115,FR,C117154,72,M,low,maison;enfants,platinum,90,1,99.19,P103,mode,phone,2024-08-12T17:17:49,119.55,True
S0179,6,maison;deco,3.2,971,FR,C117155,42,M,high,tech,none,90,8,371.31,P405|P344,deco,app,2024-11-30T02:35:45,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C117156,53,Other,high,sport;maison,none,1,1,15.76,P979,mode,in-store,2025-08-13T23:52:00,-1.0,False
S0022,7,luxe;montres,3.45,317,FR,C117157,36,Other,low,tech;maison,none,14,13,169.05,P649,enfants,phone,2025-12-22T16:55:55,-1.0,False
S0167,13,mode;accessoires,3.67,66,FR,C117158,19,F,medium,luxe,platinum,7,7,78.28,P635,accessoires,email,2025-09-02T09:36:38,-1.0,False
S0164,1,tech;gadgets,3.37,193,FR,C117159,75,F,medium,beauté,none,3,19,168.84,P125,luxe,phone,2024-02-24T16:03:50,-1.0,False
S0046,9,beauté,4.02,755,FR,C117160,43,Other,high,sport,none,3,6,127.5,P421,deco,phone,2024-07-03T14:57:31,105.45,True
S0160,6,tech;gadgets,4.37,770,FR,C117161,63,F,low,voyage;tech,platinum,180,14,146.59,P781,voyage,app,2024-11-15T08:10:07,-1.0,False
S0124,3,beauté;parfum,3.65,141,FR,C117162,28,M,low,tech;deco,platinum,60,12,255.22,P396,mode,in-store,2024-08-03T09:09:50,-1.0,False
S0044,14,maison;lifestyle,4.86,1057,FR,C117163,46,Other,high,beauté;accessoires,none,60,22,12.95,P811,enfants,in-store,2024-05-26T16:59:52,-1.0,False
S0186,18,luxe;montres,4.01,756,FR,C117164,64,M,medium,maison;voyage,gold,30,30,40.16,P613,sport,app,2025-05-24T22:57:09,25.73,True
S0018,16,luxe;montres,3.09,96,FR,C117165,27,M,low,luxe;mode,silver,30,2,115.05,P779,tech,in-store,2025-07-27T16:24:31,-1.0,False
S0173,10,mode;enfants,4.41,444,FR,C117166,56,M,high,enfants,none,3,10,100.57,P612,luxe,email,2024-04-04T21:48:40,-1.0,False
S0180,13,maison;deco,4.39,631,FR,C117167,40,Other,high,luxe,silver,365,20,106.12,P160,accessoires,app,2025-06-14T02:04:47,-1.0,False
S0128,13,mode;enfants,3.45,348,FR,C117168,22,F,low,maison;mode,none,90,23,8.26,P746,luxe,app,2024-03-15T11:11:37,-1.0,False
S0183,17,luxe;montres,4.55,1926,FR,C117169,73,M,medium,voyage,platinum,3,11,117.38,P635|P461,mode,in-store,2025-04-03T19:30:33,-1.0,False
S0190,3,beauté,4.74,415,FR,C117170,52,F,medium,luxe,silver,7,1,6.5,P659,gaming,in-store,2025-08-26T10:30:31,-1.0,False
S0194,1,maison;deco,4.62,771,FR,C117171,57,Other,high,mode,platinum,1,11,178.07,P460,enfants,email,2025-06-20T16:17:30,0.71,True
S0062,18,mode;accessoires,3.55,1696,FR,C117172,56,M,high,beauté,platinum,365,3,182.44,P836,deco,app,2025-04-21T16:35:07,21.26,True
S0050,9,maison;lifestyle,3.55,1344,FR,C117173,28,M,high,deco,none,14,22,160.88,P181,luxe,email,2025-02-11T16:10:05,-1.0,False
S0123,1,beauté,3.49,178,FR,C117174,42,M,high,accessoires,silver,3,16,87.07,P257|P724,deco,app,2024-08-13T15:23:02,-1.0,False
S0117,6,mode;sport,3.17,1809,FR,C117175,42,M,high,accessoires,gold,30,5,6.68,P115|P583,gaming,app,2025-09-06T21:50:52,-1.0,False
S0004,20,beauté,5.0,23,FR,C117176,47,F,high,tech,platinum,14,2,312.19,P160|P431,sport,email,2025-03-24T07:45:47,1.45,True
S0011,13,maison;deco,4.65,1535,FR,C117177,18,F,high,beauté;gaming,gold,14,3,93.37,P154|P627,enfants,in-store,2025-04-16T23:56:10,-1.0,False
S0176,10,maison;deco,4.35,1063,FR,C117178,28,F,high,sport;enfants,platinum,365,17,42.96,P752,mode,in-store,2025-11-10T21:14:45,-1.0,False
S0032,4,tech;gadgets,4.05,1590,FR,C117179,58,Other,medium,mode;sport,silver,14,12,136.3,P495|P645,luxe,phone,2024-01-13T02:15:16,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C117180,61,M,medium,maison;beauté,platinum,2,7,309.19,P880,beauté,app,2025-11-21T23:29:58,-1.0,False
S0174,16,beauté;parfum,3.05,1948,FR,C117181,27,F,high,luxe;voyage,platinum,180,13,165.19,P141|P151,deco,email,2025-09-27T18:57:51,-1.0,False
S0046,9,beauté,4.02,755,FR,C117182,40,Other,medium,sport,gold,7,5,101.61,P630|P804,tech,in-store,2024-07-04T21:38:26,-1.0,False
S0017,4,beauté,3.8,1700,FR,C117183,39,F,medium,luxe;beauté,platinum,60,16,218.36,P293,tech,in-store,2024-08-01T03:11:22,5.08,True
S0065,16,mode;accessoires,4.47,1402,FR,C117184,31,M,low,enfants,platinum,3,10,355.95,P500|P644,luxe,app,2024-09-07T09:30:39,-1.0,False
S0011,13,maison;deco,4.65,1535,FR,C117185,35,M,medium,deco;beauté,none,365,27,165.83,P510|P307,maison,email,2025-11-12T16:19:35,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C117186,27,M,medium,sport,silver,14,1,131.35,P793|P761,enfants,app,2025-01-10T06:26:31,-1.0,False
S0077,10,beauté,3.32,494,FR,C117187,22,Other,medium,beauté,silver,90,15,6.05,P294|P949,luxe,email,2024-09-15T23:03:20,-1.0,False
S0149,10,mode;sport,4.11,1009,FR,C117188,54,F,medium,luxe,silver,3,28,42.67,P483,gaming,email,2025-08-16T01:32:04,-1.0,False
S0072,15,mode;accessoires,3.1,1634,FR,C117189,65,F,high,maison,gold,30,9,142.27,P639,tech,app,2024-02-18T07:43:25,-1.0,False
S0200,19,beauté,4.01,223,FR,C117190,58,Other,high,luxe,none,3,13,178.29,P713|P679,mode,in-store,2025-11-01T00:00:57,-1.0,False
S0005,9,mode;sport,4.76,1408,FR,C117191,53,M,high,deco;mode,gold,2,1,89.69,P610,luxe,email,2025-11-24T22:29:00,-1.0,False
S0041,3,mode;accessoires,4.35,1751,FR,C117192,61,F,high,tech;maison,platinum,3,17,175.41,P947,luxe,phone,2024-04-30T20:17:08,17.04,True
S0079,19,beauté,4.18,684,FR,C117193,25,F,low,accessoires,none,14,7,287.66,P451,sport,email,2024-12-28T15:06:24,-1.0,False
S0189,9,mode;sport,4.88,1617,FR,C117194,67,M,medium,maison,silver,2,1,159.52,P853,beauté,in-store,2025-12-13T04:11:31,-1.0,False
S0173,10,mode;enfants,4.41,444,FR,C117195,56,Other,high,beauté;mode,platinum,14,15,67.36,P480|P162,accessoires,email,2025-10-28T11:19:30,-1.0,False
S0032,4,tech;gadgets,4.05,1590,FR,C117196,20,F,low,sport,silver,7,9,257.67,P282,sport,email,2024-09-08T22:03:42,-1.0,False
S0166,15,luxe;montres,4.54,1202,FR,C117197,55,Other,high,mode,gold,90,8,298.18,P274,voyage,email,2025-02-04T14:57:16,-1.0,False
S0163,12,styling;conseil,3.24,1682,FR,C117198,44,M,medium,tech,silver,7,7,333.65,P314,deco,app,2024-04-21T07:21:08,-1.0,False
S0134,6,maison;deco,3.53,1058,FR,C117199,29,Other,high,beauté,gold,30,1,534.35,P428|P879,mode,app,2025-04-03T22:22:56,1.09,True
S0155,2,beauté;parfum,3.93,166,FR,C117200,46,M,high,luxe;beauté,gold,14,16,146.81,P904,accessoires,in-store,2024-04-02T10:49:11,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C117201,67,F,low,tech,gold,90,10,353.75,P370,accessoires,phone,2024-02-14T13:04:02,-1.0,False
S0095,5,mode;accessoires,3.68,1793,FR,C117202,24,F,high,luxe;deco,silver,180,8,30.85,P798,gaming,phone,2025-01-06T17:52:34,-1.0,False
S0177,15,beauté;parfum,4.71,1025,FR,C117203,33,Other,medium,voyage;gaming,platinum,60,2,435.84,P282,mode,in-store,2025-12-05T14:37:35,-1.0,False
S0056,3,beauté,4.18,807,FR,C117204,44,Other,medium,mode,none,60,5,92.3,P678,deco,phone,2024-02-24T14:19:25,-1.0,False
S0049,14,styling;conseil,4.66,713,FR,C117205,27,Other,high,mode,none,365,9,131.43,P474|P347,mode,app,2025-04-09T01:09:00,106.57,True
S0007,8,tech;gadgets,3.75,435,FR,C117206,52,Other,medium,luxe;sport,platinum,30,12,227.01,P426|P504,beauté,phone,2024-09-03T05:25:46,-1.0,False
S0109,10,beauté;parfum,4.29,1393,FR,C117207,32,Other,high,tech,silver,365,18,69.75,P468,beauté,email,2025-03-14T02:22:03,-1.0,False
S0122,4,beauté,3.77,1392,FR,C117208,31,M,medium,gaming;voyage,gold,14,13,87.1,P397|P925,maison,app,2024-09-26T12:36:51,13.75,True
S0160,6,tech;gadgets,4.37,770,FR,C117209,52,F,low,enfants,platinum,3,9,100.9,P978,beauté,email,2025-11-26T09:10:12,-1.0,False
S0122,4,beauté,3.77,1392,FR,C117210,73,F,high,deco,silver,365,1,348.18,P490,luxe,in-store,2024-07-02T12:09:52,-1.0,False
S0030,10,tech;gadgets,4.56,899,FR,C117211,62,Other,high,luxe;deco,silver,90,12,424.17,P617|P428,deco,in-store,2025-04-14T19:49:07,-1.0,False
S0056,3,beauté,4.18,807,FR,C117212,51,Other,high,mode,gold,1,2,7.49,P398|P345,tech,in-store,2024-04-21T00:00:34,24.95,True
S0093,18,styling;conseil,4.32,468,FR,C117213,54,Other,high,enfants;tech,silver,14,6,139.65,P455,maison,email,2024-05-26T19:46:34,-1.0,False
S0146,4,maison;deco,3.7,296,FR,C117214,62,Other,high,enfants;beauté,silver,365,1,40.36,P623,enfants,phone,2024-12-01T11:31:29,-1.0,False
S0056,3,beauté,4.18,807,FR,C117215,42,F,low,accessoires,platinum,14,4,38.25,P401,enfants,app,2024-03-12T14:45:27,-1.0,False
S0048,7,maison;lifestyle,3.17,1421,FR,C117216,27,M,high,deco;maison,platinum,3,7,45.07,P191,enfants,in-store,2024-06-02T15:51:25,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C117217,51,Other,medium,tech;beauté,none,1,16,288.3,P403,deco,phone,2024-10-10T14:22:08,4.35,True
S0081,3,tech;gadgets,3.96,123,FR,C117218,46,M,high,accessoires,gold,3,17,257.16,P827,accessoires,email,2024-05-29T17:01:53,8.59,True
S0064,17,mode;sport,4.47,862,FR,C117219,64,M,medium,mode,none,7,1,296.23,P699,deco,phone,2024-09-15T16:00:06,-1.0,False
S0114,11,luxe;montres,3.5,1781,FR,C117220,39,F,medium,maison,platinum,90,12,144.17,P148,deco,app,2024-06-01T22:02:19,-1.0,False
S0076,5,mode;enfants,4.22,382,FR,C117221,55,Other,low,gaming,none,3,13,202.48,P992,maison,email,2025-03-26T13:06:37,-1.0,False
S0009,15,beauté;parfum,4.03,1096,FR,C117222,75,M,high,voyage;maison,silver,180,24,154.89,P774,beauté,app,2025-04-28T03:18:28,-1.0,False
S0005,9,mode;sport,4.76,1408,FR,C117223,21,M,medium,enfants,gold,30,20,213.9,P769,maison,in-store,2025-09-22T21:12:09,55.56,True
S0023,1,mode;accessoires,4.69,1101,FR,C117224,36,F,medium,voyage,silver,14,16,234.96,P624|P512,enfants,email,2024-03-06T04:25:45,-1.0,False
S0133,10,mode;accessoires,3.53,669,FR,C117225,23,Other,medium,maison;accessoires,none,365,6,246.88,P325|P137,enfants,app,2024-10-13T00:34:50,-1.0,False
S0194,1,maison;deco,4.62,771,FR,C117226,43,Other,medium,sport;deco,platinum,3,13,73.4,P874|P932,deco,phone,2025-12-07T04:57:13,-1.0,False
S0166,15,luxe;montres,4.54,1202,FR,C117227,54,F,medium,sport,silver,90,7,22.83,P318,beauté,in-store,2025-10-14T08:48:05,-1.0,False
S0033,9,beauté;parfum,4.34,1469,FR,C117228,69,M,medium,gaming,gold,90,20,342.06,P272,voyage,in-store,2024-10-01T02:44:00,-1.0,False
S0156,20,mode;accessoires,4.36,142,FR,C117229,58,Other,low,beauté;gaming,none,14,6,252.36,P874,gaming,phone,2024-12-12T13:51:30,-1.0,False
S0126,17,mode;sport,3.19,1331,FR,C117230,52,Other,medium,enfants;tech,none,3,1,49.29,P412,luxe,in-store,2024-02-18T13:27:36,-1.0,False
S0114,11,luxe;montres,3.5,1781,FR,C117231,21,F,high,voyage,none,60,15,227.37,P160|P135,deco,app,2025-08-23T09:10:53,-1.0,False
S0122,4,beauté,3.77,1392,FR,C117232,23,M,high,beauté,platinum,180,3,578.58,P108,voyage,app,2025-09-08T04:22:47,-1.0,False
S0181,1,styling;conseil,3.02,1136,FR,C117233,34,F,medium,beauté;maison,platinum,60,15,279.56,P961,sport,email,2025-09-02T20:09:14,-1.0,False
S0196,11,luxe;montres,4.39,1491,FR,C117234,71,Other,high,luxe;gaming,none,3,20,396.41,P664|P529,mode,phone,2024-10-20T12:50:45,-1.0,False
S0049,14,styling;conseil,4.66,713,FR,C117235,39,F,medium,deco,none,1,3,8.08,P414,beauté,app,2024-01-26T13:04:07,-1.0,False
S0040,10,mode;sport,4.01,520,FR,C117236,32,Other,low,beauté,silver,1,16,12.94,P434,tech,email,2024-11-21T23:13:52,-1.0,False
S0097,8,mode;sport,4.86,1052,FR,C117237,56,M,medium,accessoires,none,365,10,179.77,P775,tech,app,2024-05-24T13:32:55,-1.0,False
S0144,12,styling;conseil,4.25,1389,FR,C117238,32,M,low,luxe,none,180,16,74.0,P602,beauté,in-store,2025-04-18T13:34:34,-1.0,False
S0089,12,beauté,3.87,1847,FR,C117239,46,F,medium,gaming,platinum,90,16,301.72,P772|P347,gaming,email,2024-12-31T15:52:24,-1.0,False
S0017,4,beauté,3.8,1700,FR,C117240,75,M,high,voyage,platinum,2,9,486.73,P109,accessoires,email,2024-10-22T13:55:08,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C117241,71,F,medium,luxe;mode,silver,90,9,72.28,P185,accessoires,in-store,2024-11-24T19:45:43,-1.0,False
S0089,12,beauté,3.87,1847,FR,C117242,47,M,low,sport;mode,gold,14,14,168.67,P969,mode,email,2025-05-17T12:27:40,-1.0,False
S0198,17,luxe;montres,4.88,1269,FR,C117243,28,M,medium,accessoires,none,14,16,153.65,P215,gaming,in-store,2024-07-15T17:07:09,-1.0,False
S0090,1,beauté;parfum,3.17,1007,FR,C117244,67,M,medium,enfants;beauté,none,14,3,68.65,P344,voyage,app,2024-07-09T18:30:15,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C117245,65,M,low,deco,silver,90,1,348.28,P459|P775,accessoires,app,2025-09-24T16:17:42,-1.0,False
S0137,13,mode;sport,3.64,1614,FR,C117246,51,F,low,mode;accessoires,none,1,8,36.96,P876,voyage,email,2024-04-01T20:33:42,-1.0,False
S0185,6,maison;lifestyle,4.11,344,FR,C117247,22,Other,medium,mode;tech,gold,60,3,495.82,P442,deco,app,2025-09-13T11:28:04,-1.0,False
S0149,10,mode;sport,4.11,1009,FR,C117248,62,F,medium,tech;enfants,none,2,17,60.82,P607,sport,in-store,2024-08-31T23:54:26,-1.0,False
S0077,10,beauté,3.32,494,FR,C117249,28,Other,high,sport,silver,14,13,230.13,P634|P852,deco,phone,2024-05-23T03:39:29,-1.0,False
S0100,10,styling;conseil,3.72,63,FR,C117250,19,Other,high,deco,silver,1,21,333.32,P220,luxe,email,2024-04-10T08:28:40,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C117251,26,F,low,beauté;enfants,gold,365,8,4.49,P699,accessoires,app,2024-03-06T23:19:29,-1.0,False
S0178,20,mode;accessoires,3.12,1372,FR,C117252,44,Other,low,maison,platinum,3,9,568.18,P949,mode,in-store,2024-12-07T08:47:00,-1.0,False
S0181,1,styling;conseil,3.02,1136,FR,C117253,42,Other,high,gaming,none,180,18,191.86,P287,beauté,in-store,2025-07-07T13:44:36,20.9,True
S0003,6,beauté;parfum,3.59,1102,FR,C117254,69,F,high,tech,silver,14,6,340.47,P518,mode,in-store,2024-08-17T11:19:27,-1.0,False
S0094,10,beauté;parfum,4.15,818,FR,C117255,51,F,low,deco;accessoires,platinum,3,14,17.24,P420|P195,beauté,phone,2024-06-07T18:25:44,-1.0,False
S0199,9,beauté;parfum,3.35,1115,FR,C117256,18,Other,high,beauté,platinum,2,14,34.63,P490,luxe,app,2024-09-18T20:19:33,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C117257,26,M,high,sport;tech,silver,180,6,55.1,P363,enfants,phone,2024-07-04T04:12:04,-1.0,False
S0048,7,maison;lifestyle,3.17,1421,FR,C117258,39,M,high,enfants,none,2,14,403.8,P690,maison,in-store,2024-02-22T08:04:56,-1.0,False
S0023,1,mode;accessoires,4.69,1101,FR,C117259,68,F,low,mode,gold,2,13,42.16,P386,accessoires,email,2025-05-16T23:48:31,13.75,True
S0103,12,styling;conseil,4.49,1475,FR,C117260,44,Other,low,tech;luxe,gold,365,11,241.18,P181,tech,email,2025-08-05T04:43:16,-1.0,False
S0143,1,luxe;montres,3.5,598,FR,C117261,29,F,low,deco,platinum,60,21,347.81,P229|P961,accessoires,email,2024-01-02T01:03:34,-1.0,False
S0066,18,tech;gadgets,3.22,1277,FR,C117262,64,Other,medium,luxe;enfants,none,90,24,280.01,P646,tech,app,2025-10-04T00:54:39,-1.0,False
S0115,4,beauté;parfum,3.1,1876,FR,C117263,65,M,high,mode,platinum,365,13,181.54,P433|P152,mode,in-store,2025-03-14T21:56:27,8.82,True
S0097,8,mode;sport,4.86,1052,FR,C117264,61,M,low,maison;accessoires,platinum,365,1,15.2,P828,mode,email,2024-12-17T08:43:38,-1.0,False
S0186,18,luxe;montres,4.01,756,FR,C117265,44,F,high,tech,platinum,180,9,293.8,P919,gaming,in-store,2025-05-01T11:01:15,-1.0,False
S0066,18,tech;gadgets,3.22,1277,FR,C117266,67,Other,low,gaming,gold,7,5,272.74,P810|P998,beauté,phone,2025-07-10T10:53:02,-1.0,False
S0137,13,mode;sport,3.64,1614,FR,C117267,50,F,low,accessoires,silver,180,12,294.33,P367,accessoires,app,2025-11-08T04:51:16,-1.0,False
S0017,4,beauté,3.8,1700,FR,C117268,54,F,high,mode;tech,platinum,90,3,88.02,P387,tech,app,2024-04-08T04:52:28,-1.0,False
S0135,8,mode;enfants,3.8,1953,FR,C117269,57,M,medium,gaming;deco,gold,90,11,145.28,P669,voyage,email,2025-11-10T22:55:36,-1.0,False
S0145,11,beauté,4.5,847,FR,C117270,39,Other,medium,mode,silver,180,16,70.47,P746,gaming,app,2025-01-21T18:35:02,1.95,True
